		PTEN	d19p12	d(FANCG,PAX5)	CREBBP	KRAS	BRAF	NF1	NRAS	NF2	CDKN2A	EP300	PIK3CA	SMARCA4	d13q14.2	H2O2-UP	IL-1-UP	TGFB-UP	PI3K_only-DOWN	TGFB-DOWN	Wnt-DOWN 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0.18859	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN 
																					 
Model 1427	¬KRAS  & NF2  & ¬TGFB-DOWN 	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.16857	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN 
																					 
Model 1428	¬CREBBP  & NF2  & ¬EP300  & ¬TGFB-DOWN 	0	0	0	-1	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	-1	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0.18859	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN 
																					 
Model 1429	¬CREBBP  & ¬KRAS  & NF2  & ¬EP300 	0	0	0	-1	-1	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	0	NaN	NaN	NaN	0.18859	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14210	NF2  & ¬EP300 	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18859	NaN	0.044013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14211	¬KRAS  & NF2  & ¬EP300  & ¬TGFB-DOWN 	0	0	0	0	-1	0	0	0	1	0	-1	0	0	0	0	0	0	0	-1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.18859	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN 
																					 
Model 14212	¬KRAS  & NF2  & ¬EP300 	0	0	0	0	-1	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.18859	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14213	NF2  & ¬EP300  & ¬TGFB-DOWN 	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	-1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18859	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN 
																					 
Model 14214	¬CREBBP  & BRAF  & NF2  & ¬EP300 	0	0	0	-1	0	1	0	0	1	0	-1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	0	NaN	NaN	0.2778	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14215	BRAF  & NF2 	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.044013	NaN	NaN	0.25778	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14216	¬d(FANCG,PAX5)  & ¬CREBBP  & NF2  & ¬EP300 	0	0	-1	-1	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	0	NaN	NaN	NaN	NaN	0.18929	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14217	BRAF  & NF2  & ¬EP300  & ¬TGFB-DOWN 	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	0	0	0	-1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0.2778	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN 
																					 
Model 14218	¬CREBBP  & NF2  & ¬EP300 	0	0	0	-1	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0.18859	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14219	¬d19p12  & ¬CREBBP  & NF2  & ¬EP300 	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	0	NaN	NaN	NaN	NaN	0.18929	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14220	¬KRAS  & BRAF  & NF2  & ¬EP300 	0	0	0	0	-1	1	0	0	1	0	-1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	0	NaN	NaN	0.2778	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14221	¬CREBBP  & ¬KRAS  & BRAF  & NF2 	0	0	0	-1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	0	0	NaN	NaN	0.2778	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14222	¬CREBBP  & ¬KRAS  & NF2  & ¬SMARCA4 	0	0	0	-1	-1	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	0	NaN	NaN	NaN	0.18859	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14223	¬d19p12  & ¬KRAS  & NF2 	0	-1	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	0.044013	NaN	NaN	NaN	0.16927	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14224	¬d(FANCG,PAX5)  & ¬KRAS  & NF2 	0	0	-1	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	0.044013	NaN	NaN	NaN	0.16927	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14225	¬d(FANCG,PAX5)  & ¬CREBBP  & NF2 	0	0	-1	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	0.044013	NaN	NaN	NaN	NaN	0.18929	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14226	¬d(FANCG,PAX5)  & ¬CREBBP  & ¬KRAS  & NF2 	0	0	-1	-1	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	0	0	NaN	NaN	NaN	0.18929	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1431	¬d(FANCG,PAX5)  & ¬BRAF  & ¬NF1  & ¬H2O2-UP 	0	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0.13363	NaN	NaN	0.11469	0.17718	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1209	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1432	¬BRAF  & NRAS  & ¬H2O2-UP 	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0	NaN	0.30874	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1433	¬d(FANCG,PAX5)  & NRAS 	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	NaN	NaN	0.41137	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1434	¬d19p12  & ¬BRAF  & ¬NF1  & NRAS 	0	-1	0	0	0	-1	-1	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	0	0	0.25314	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1435	¬d19p12  & ¬d(FANCG,PAX5)  & ¬BRAF  & NRAS 	0	-1	-1	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	0	NaN	NaN	0	NaN	0.29668	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1436	¬d19p12  & ¬CREBBP  & ¬BRAF  & NRAS 	0	-1	0	-1	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	0	NaN	0	NaN	0.43032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1437	¬d19p12  & ¬NF1  & NRAS  & ¬H2O2-UP 	0	-1	0	0	0	0	-1	1	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	0	0.24694	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1438	¬d19p12  & NRAS  & ¬H2O2-UP 	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	0.42411	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1439	¬d19p12  & ¬NF1  & NRAS  & ¬CDKN2A 	0	-1	0	0	0	0	-1	1	0	-1	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	0	0.31367	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14310	¬d19p12  & NRAS  & ¬CDKN2A  & ¬H2O2-UP 	0	-1	0	0	0	0	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	0.36995	NaN	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14311	¬d19p12  & NRAS  & ¬EP300  & ¬H2O2-UP 	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	0.44349	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14312	¬d19p12  & ¬BRAF  & NRAS  & ¬H2O2-UP 	0	-1	0	0	0	-1	0	1	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	0	NaN	0.30942	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14313	¬d19p12  & NRAS  & ¬SMARCA4  & ¬H2O2-UP 	0	-1	0	0	0	0	0	1	0	0	0	0	-1	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	0.44349	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14314	¬d19p12  & NRAS  & ¬d13q14.2  & ¬H2O2-UP 	0	-1	0	0	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	0.42411	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14315	¬d19p12  & NRAS  & ¬d13q14.2 	0	-1	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	0.54501	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14316	¬d19p12  & NRAS  & ¬d13q14.2  & ¬IL-1-UP 	0	-1	0	0	0	0	0	1	0	0	0	0	0	-1	0	-1	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	0.53917	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN 
																					 
Model 14317	¬d19p12  & NRAS  & ¬SMARCA4  & ¬d13q14.2 	0	-1	0	0	0	0	0	1	0	0	0	0	-1	-1	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	0.56439	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14318	¬d19p12  & NRAS  & ¬SMARCA4 	0	-1	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	0.56439	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14319	¬d19p12  & NRAS  & ¬d13q14.2  & ¬TGFB-UP 	0	-1	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	-1	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	0.5464	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	NaN	NaN	NaN 
																					 
Model 14320	¬d19p12  & NRAS  & ¬d13q14.2  & ¬Wnt-DOWN 	0	-1	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	-1 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	0.49085	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0 
																					 
Model 14321	¬d19p12  & NRAS  & ¬CDKN2A  & ¬EP300 	0	-1	0	0	0	0	0	1	0	-1	-1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	0.51023	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14322	¬d19p12  & NRAS  & ¬CDKN2A  & ¬SMARCA4 	0	-1	0	0	0	0	0	1	0	-1	0	0	-1	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	0.51023	NaN	0	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14323	¬d19p12  & ¬BRAF  & NRAS  & ¬CDKN2A 	0	-1	0	0	0	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	0	NaN	0.43032	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14324	¬d19p12  & ¬BRAF  & NRAS  & ¬EP300 	0	-1	0	0	0	-1	0	1	0	0	-1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	0	NaN	0.43032	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14325	¬d19p12  & ¬BRAF  & NRAS  & ¬SMARCA4 	0	-1	0	0	0	-1	0	1	0	0	0	0	-1	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	0	NaN	0.43032	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14326	¬d19p12  & ¬BRAF  & NRAS  & ¬d13q14.2 	0	-1	0	0	0	-1	0	1	0	0	0	0	0	-1	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	0	NaN	0.43032	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1441	¬KRAS  & NRAS  & ¬CDKN2A  & ¬IL-1-UP 	0	0	0	0	-1	0	0	1	0	-1	0	0	0	0	0	-1	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	0.16772	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN 
																					 
Model 1442	NRAS  & ¬CDKN2A  & ¬IL-1-UP 	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	-1	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1979	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN 
																					 
Model 1443	NRAS  & ¬IL-1-UP 	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.23626	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN 
																					 
Model 1444	NRAS 	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.29238	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1445	NRAS  & ¬CDKN2A  & ¬EP300  & ¬PIK3CA 	0	0	0	0	0	0	0	1	0	-1	-1	-1	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.090045	NaN	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1446	NRAS  & ¬EP300 	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.22394	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1447	NRAS  & ¬CDKN2A 	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.20203	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1448	NRAS  & ¬SMARCA4 	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25412	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1449	¬NF1  & NRAS 	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	0	0.11489	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14410	¬CREBBP  & ¬NF1  & NRAS  & ¬H2O2-UP 	0	0	0	-1	0	0	-1	1	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	0	0.012802	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14411	¬d(FANCG,PAX5)  & NRAS  & ¬CDKN2A  & ¬TGFB-UP 	0	0	-1	0	0	0	0	1	0	-1	0	0	0	0	0	0	-1	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	NaN	NaN	0.10835	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN 
																					 
Model 14412	¬CREBBP  & ¬NF1  & NRAS  & ¬NF2 	0	0	0	-1	0	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	0	0.31734	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14413	¬CREBBP  & ¬NF1  & NRAS 	0	0	0	-1	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	0	0.098438	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14414	¬CREBBP  & NRAS 	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	0.22394	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14415	NRAS  & ¬CDKN2A  & ¬PIK3CA  & ¬IL-1-UP 	0	0	0	0	0	0	0	1	0	-1	0	-1	0	0	0	-1	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.10237	NaN	0	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN 
																					 
Model 14416	NRAS  & ¬PIK3CA  & ¬H2O2-UP  & ¬Wnt-DOWN 	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	-1	0	0	0	0	-1 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.020863	NaN	NaN	NaN	0	NaN	NaN	0	NaN	NaN	NaN	NaN	0 
																					 
Model 14417	¬KRAS  & NRAS  & ¬TGFB-UP 	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	0.21119	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN 
																					 
Model 14418	NRAS  & ¬CDKN2A  & ¬IL-1-UP  & ¬TGFB-UP 	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	-1	-1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19888	NaN	0	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN 
																					 
Model 14419	¬NF1  & NRAS  & ¬PIK3CA  & ¬TGFB-UP 	0	0	0	0	0	0	-1	1	0	0	0	-1	0	0	0	0	-1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	0	0.020344	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN 
																					 
Model 14420	NRAS  & ¬TGFB-UP 	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.24138	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN 
																					 
Model 14421	¬d(FANCG,PAX5)  & ¬BRAF  & NRAS  & ¬H2O2-UP 	0	0	-1	0	0	-1	0	1	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	0	NaN	0.1547	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14422	¬BRAF  & NRAS 	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0	NaN	0.335	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14423	¬d(FANCG,PAX5)  & ¬BRAF  & ¬NF1  & ¬H2O2-UP 	0	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0.09466	NaN	NaN	0	0.1255	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.085635	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14424	¬d(FANCG,PAX5)  & ¬NF1  & NRAS  & ¬H2O2-UP 	0	0	-1	0	0	0	-1	1	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14425	¬CREBBP  & ¬NF1  & NRAS  & ¬CDKN2A 	0	0	0	-1	0	0	-1	1	0	-1	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	0	0.060074	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14426	¬KRAS  & NRAS 	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	0.21021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1451	NRAS 	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.30387	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1452	¬d(FANCG,PAX5)  & ¬BRAF  & ¬NF1  & ¬NF2 	0	0	-1	0	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0.098378	NaN	NaN	0.17942	0.13043	NaN	0.031368	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1453	¬d(FANCG,PAX5)  & ¬NF1  & NRAS 	0	0	-1	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1454	¬d(FANCG,PAX5)  & ¬CREBBP  & ¬BRAF  & ¬NF1 	0	0	-1	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0.098378	0.031368	NaN	0	0.13043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1455	¬d(FANCG,PAX5)  & NRAS 	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	NaN	NaN	0.11372	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1456	¬d(FANCG,PAX5)  & ¬CREBBP  & ¬NF1  & NRAS 	0	0	-1	-1	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	0	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1457	¬CREBBP  & ¬NF1  & NRAS 	0	0	0	-1	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	0	0.064568	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
