Model	ModelDescription	CVError	PTEN	d19p12	d(FANCG,PAX5)	CREBBP	KRAS	BRAF	NF1	NRAS	NF2	CDKN2A	EP300	PIK3CA	SMARCA4	d13q14.2	H2O2-UP	IL-1-UP	TGFB-UP	PI3K_only-DOWN	TGFB-DOWN	Wnt-DOWN 
Model 2211	BRAF  & NF2   |  NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.035279	0/NaN	0/0.17187	1/0.17783	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2212	¬NF1  & PI3K_only-DOWN   |  ¬NF1  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/0.22059	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.17187	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2213	PTEN  & ¬NF1   |  ¬NF1  & NF2 	NA	1/0.17187	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/0.22059	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2214	¬CREBBP  & NF2   |  NRAS 	NA	0/NaN	0/NaN	0/NaN	-1/0.035279	0/NaN	0/NaN	0/NaN	0/0.17187	1/0.25587	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
Model 2215	¬CREBBP  & NRAS   |  NF2  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.17187	0/0.25587	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.035279	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
Model 2216	NRAS   |  NF2  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.17187	0/0.25587	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.035279	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
Model 2217	PTEN  & ¬NF1   |  NF2  & ¬TGFB-DOWN 	NA	1/0.17187	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.1467	0/NaN	0/0.25587	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.035279	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
Model 2218	PTEN  & PI3K_only-DOWN   |  NF2  & ¬TGFB-DOWN 	NA	1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.25587	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.1467	0/0.035279	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2219	PTEN  & ¬NF1   |  ¬KRAS  & NF2 	NA	1/0.17187	0/NaN	0/NaN	0/NaN	0/0.035279	0/NaN	-1/0.1467	0/NaN	0/0.25587	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22110	BRAF  & NF2   |  PTEN  & NRAS 	NA	0/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.035279	0/NaN	0/0.1467	1/0.17783	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22111	¬KRAS  & NF2   |  PTEN  & NRAS 	NA	0/0	0/NaN	0/NaN	0/NaN	-1/0.035279	0/NaN	0/NaN	0/0.1467	1/0.25587	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0 
Model 22112	¬CREBBP  & NF2   |  NRAS  & ¬EP300 	NA	0/NaN	0/NaN	0/NaN	-1/0.035279	0/NaN	0/NaN	0/NaN	0/0.17187	1/0.25587	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22113	¬KRAS  & NF2   |  ¬KRAS  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/0.17187	1/0.25587	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22114	PTEN  & PI3K_only-DOWN   |  ¬KRAS  & NF2 	NA	1/0	0/NaN	0/NaN	0/NaN	0/0.035279	0/NaN	0/NaN	0/NaN	0/0.25587	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.1467	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0 
Model 22115	¬CREBBP  & NF2   |  NRAS  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	-1/0.035279	0/NaN	0/NaN	0/NaN	0/0.17187	1/0.25587	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22116	¬CREBBP  & NF2   |  PTEN  & ¬NF1 	NA	0/0.17187	0/NaN	0/NaN	-1/0.035279	0/NaN	0/NaN	0/0.1467	0/NaN	1/0.25587	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22117	¬CREBBP  & NF2   |  ¬KRAS  & NRAS 	NA	0/NaN	0/NaN	0/NaN	-1/0.035279	0/0	0/NaN	0/NaN	0/0.17187	1/0.25587	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22118	PTEN  & ¬NF1   |  ¬CREBBP  & NF2 	NA	1/0.17187	0/NaN	0/NaN	0/0.035279	0/NaN	0/NaN	-1/0.1467	0/NaN	0/0.25587	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22119	NF2  & ¬TGFB-DOWN   |  ¬KRAS  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/0.17187	1/0.25587	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.035279	0 /NaN 
Model	ModelDescription	CVError	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22120	¬CREBBP  & NF2   |  ¬d19p12  & NRAS 	NA	0/NaN	0/0	0/NaN	-1/0.035279	0/NaN	0/NaN	0/NaN	0/0.17187	1/0.25587	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22121	¬KRAS  & NF2   |  NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.035279	0/NaN	0/NaN	0/0.17187	1/0.25587	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22122	¬CREBBP  & PI3K_only-DOWN   |  ¬KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/0.035279	0/NaN	0/NaN	0/NaN	0/0.25587	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.17187	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22123	NRAS   |  ¬CREBBP  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/0.035279	0/NaN	0/NaN	0/NaN	1/0.17187	0/0.25587	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0 
Model 22124	PTEN  & NRAS   |  NF2  & ¬EP300 	NA	1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.1467	0/0.25587	0/NaN	0/0.035279	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22125	NRAS   |  ¬KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/0.035279	0/NaN	0/NaN	1/0.17187	0/0.25587	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22126	¬KRAS  & NF2   |  ¬CREBBP  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/0	-1/0.035279	0/NaN	0/NaN	0/0.17187	1/0.25587	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2221	NF2  & ¬TGFB-DOWN   |  ¬BRAF  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/0.16675	1/0.31921	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.044013	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0 
Model 2222	NF2  & ¬TGFB-DOWN   |  ¬BRAF  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.17007	0/NaN	0/NaN	1/0.31921	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.12488	0/NaN	0/NaN	0/NaN	-1/0	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
Model 2223	¬BRAF  & ¬H2O2-UP   |  NF2  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.17007	0/NaN	0/NaN	0/0.31921	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.12488	0/NaN	0/NaN	0/NaN	0/0	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
Model 2224	¬BRAF  & NRAS   |  NF2  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.16675	0/0.31921	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.044013	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2225	¬CREBBP  & NF2   |  ¬BRAF  & NRAS 	NA	0/NaN	0/NaN	0/NaN	-1/0.044013	0/NaN	0/0	0/NaN	0/0.16675	1/0.31921	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2226	¬KRAS  & NF2   |  ¬BRAF  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.044013	0/0	0/NaN	0/0.16675	1/0.31921	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2227	¬KRAS  & NF2   |  NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.044013	0/NaN	0/NaN	0/0.21195	1/0.31921	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2228	¬CREBBP  & NF2   |  NRAS 	NA	0/NaN	0/NaN	0/NaN	-1/0.044013	0/NaN	0/NaN	0/NaN	0/0.21195	1/0.31921	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2229	BRAF  & NF2   |  NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.044013	0/NaN	0/0.21195	1/0.25778	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22210	¬CREBBP  & NF2   |  ¬d19p12  & NRAS 	NA	0/NaN	0/0	0/NaN	-1/0.044013	0/NaN	0/NaN	0/NaN	0/0.21195	1/0.31921	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22211	NF2  & ¬TGFB-DOWN   |  NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.21195	1/0.31921	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.044013	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22212	¬KRAS  & NF2   |  ¬CREBBP  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/0	-1/0.044013	0/NaN	0/NaN	0/0.21195	1/0.31921	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22213	NF2  & ¬EP300   |  NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.21195	1/0.31921	0/NaN	-1/0.044013	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0 
Model 22214	BRAF  & NF2   |  ¬BRAF  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0	0/NaN	0/NaN	1/0.25778	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.12488	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22215	BRAF  & NF2   |  ¬CREBBP  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/0	0/NaN	1/0.044013	0/NaN	0/0.21195	1/0.25778	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0 
Model 22216	BRAF  & NF2   |  NRAS  & ¬NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.044013	0/NaN	0/0.21195	1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0 
Model 22217	NF2  & ¬TGFB-DOWN   |  NRAS  & ¬NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.21195	1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.044013	0 /NaN 
Model	ModelDescription	CVError	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22218	NF2  & ¬TGFB-DOWN   |  ¬d(FANCG,PAX5)  & NRAS 	NA	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/0.21195	1/0.31921	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.044013	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22219	BRAF  & NF2   |  ¬BRAF  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0	0/NaN	0/0.16675	1/0.25778	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22220	¬CREBBP  & NF2   |  ¬CREBBP  & NRAS 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/0.21195	1/0.31921	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22221	¬KRAS  & NF2   |  ¬KRAS  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/0.21195	1/0.31921	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22222	¬KRAS  & NRAS   |  ¬KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.21195	0/0.31921	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22223	¬KRAS  & NRAS   |  ¬CREBBP  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/0.044013	-1/0	0/NaN	0/NaN	1/0.21195	0/0.31921	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22224	NRAS  & ¬CDKN2A   |  ¬CREBBP  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/0.044013	0/NaN	0/NaN	0/NaN	1/0.21195	0/0.31921	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0 
Model 22225	¬CREBBP  & NRAS   |  NF2  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.21195	0/0.25563	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0 
Model 22226	¬CREBBP  & NF2   |  ¬BRAF  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/0.17007	0/NaN	0/NaN	1/0.31921	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.12488	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0 
Model 2231	¬BRAF  & NRAS   |  EP300 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.41277	0/NaN	0/NaN	0/0.019381	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2232	CDKN2A  & ¬Wnt-DOWN   |  NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.41277	0/NaN	1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1 /0 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 2233	NRAS  & ¬Wnt-DOWN   |  TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.41277	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.0013888	0/NaN	0/NaN	-1 /0 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2234	CREBBP  & ¬d13q14.2   |  NRAS 	NA	0/NaN	0/NaN	0/NaN	1/0.019381	0/NaN	0/NaN	0/NaN	0/0.41277	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2235	CREBBP  & ¬d13q14.2   |  ¬BRAF  & NRAS 	NA	0/NaN	0/NaN	0/NaN	1/0.019381	0/NaN	0/0	0/NaN	0/0.41277	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0 
Model 2236	NRAS   |  EP300 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.41277	0/NaN	0/NaN	0/0.019381	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2237	¬CREBBP  & NRAS   |  CREBBP 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.41277	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2238	NRAS   |  CREBBP 	NA	0/NaN	0/NaN	0/NaN	0/0.019381	0/NaN	0/NaN	0/NaN	1/0.41277	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1 
Model 2239	NRAS   |  PTEN  & Wnt-DOWN 	NA	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.41277	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /0 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0 
Model 22310	NRAS   |  SMARCA4 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.41277	0/NaN	0/NaN	0/NaN	0/NaN	0/0.019381	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22311	d(FANCG,PAX5)  & NRAS   |  NRAS 	NA	0/NaN	0/NaN	1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0 
Model 22312	NRAS   |  CREBBP  & ¬TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/0.019381	0/NaN	0/NaN	0/NaN	1/0.41277	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0 /NaN 
