		PTEN	d19p12	d(FANCG,PAX5)	CREBBP	KRAS	BRAF	NF1	NRAS	NF2	CDKN2A	EP300	PIK3CA	SMARCA4	d13q14.2	H2O2-UP	IL-1-UP	TGFB-UP	PI3K_only-DOWN	TGFB-DOWN	Wnt-DOWN 
Model 22320	NF2   |  查(FANCG,PAX5)  & TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0.25259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 22321	NF2   |  昤MARCA4  & TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25259	NaN	NaN	NaN	0	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 22322	昧RAS  & NF2   |  TGFB-UP 	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0.25259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 22323	TGFB-UP   |  EP300 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.21901	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 22324	查(FANCG,PAX5)  & NF2   |  拾RAF  & TGFB-UP 	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0.18835	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 22325	星TEN  & NF2   |  拾RAF  & TGFB-UP 	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0	NaN	NaN	0.25259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 22326	EP300   |  昧F2  & TGFB-UP 	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0.21901	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 2241	昧RAS  & EP300   |  NF2  & 查13q14.2 	0	0	0	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0.1502	NaN	0.11035	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2242	EP300  & 查13q14.2   |  NF2  & 曷GFB-DOWN 	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1502	NaN	0.25991	NaN	NaN	0	NaN	NaN	NaN	NaN	0	NaN 
																					 
Model 2243	EP300  & 曷GFB-DOWN   |  NF2  & 查13q14.2 	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.29976	NaN	0.11035	NaN	NaN	0	NaN	NaN	NaN	NaN	0	NaN 
																					 
Model 2244	EP300  & 曷GFB-DOWN   |  NF2 	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.29976	NaN	0.11035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN 
																					 
Model 2245	EP300   |  春RAS  & NF2 	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0 
		0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.1502	NaN	0.25991	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2246	查19p12  & CREBBP   |  NF2 	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	0.11035	NaN	NaN	NaN	NaN	0.1502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2247	CREBBP   |  NF2 	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.11035	NaN	NaN	NaN	NaN	0.1502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2248	CREBBP  & 昧F2   |  星TEN  & NF2 	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0 
		-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	0.11035	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2249	CREBBP   |  星TEN  & NF2 	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	0.11035	NaN	NaN	NaN	NaN	0.1502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22410	CREBBP   |  NF2  & 曷GFB-DOWN 	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.25991	NaN	NaN	NaN	NaN	0.1502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN 
																					 
Model 22411	CREBBP  & 曷GFB-DOWN   |  NF2 	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.11035	NaN	NaN	NaN	NaN	0.29976	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN 
																					 
Model 22412	EP300   |  NF2 	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1502	NaN	0.11035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22413	CREBBP  & 春RAS   |  NF2 	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.11035	0	NaN	NaN	NaN	0.29976	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22414	CREBBP  & 昧F2   |  NF2 	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.11035	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22415	CREBBP  & 昧F2   |  查(FANCG,PAX5)  & NF2 	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	0.11035	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22416	春RAS  & EP300   |  NF2 	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.29976	NaN	0.11035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22417	查(FANCG,PAX5)  & CREBBP   |  春RAS  & NF2 	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	0.24011	0	NaN	NaN	NaN	0.1502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22418	CREBBP   |  春RAS  & NF2 	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.25991	0	NaN	NaN	NaN	0.1502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22419	CREBBP   |  查(FANCG,PAX5)  & NF2 	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	0.11035	NaN	NaN	NaN	NaN	0.1502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22420	CREBBP   |  拴REBBP  & NF2 	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0.1502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22421	NF2   |  SMARCA4  & 查13q14.2 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.29976	NaN	NaN	NaN	0.11035	0	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22422	CREBBP   |  NF2  & 挂P300 	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.25991	NaN	NaN	NaN	NaN	0.1502	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22423	CREBBP   |  BRAF  & NF2 	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.25991	NaN	0	NaN	NaN	0.1502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22424	CREBBP   |  NF2  & 查13q14.2 	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.11035	NaN	NaN	NaN	NaN	0.1502	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22425	CREBBP  & 昧RAS   |  BRAF  & NF2 	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.25991	NaN	0	NaN	0	0.1502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22426	NF2   |  CREBBP  & SMARCA4 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0.29976	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2251	NF2   |  拾RAF  & TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0.25086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 2252	昧RAS  & NF2   |  TGFB-UP 	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0.25086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 2253	NF2   |  TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 2254	NF2   |  查19p12  & TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0.25086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 2255	NF2  & 查13q14.2   |  查13q14.2  & TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25086	NaN	NaN	NaN	NaN	0	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 2256	NF2  & 查13q14.2   |  TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25086	NaN	NaN	NaN	NaN	0	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 2257	NF2  & 曷GFB-UP   |  TGFB-UP  & 曷GFB-DOWN 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN 
																					 
Model 2258	NF2   |  拴REBBP  & TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0.25086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 2259	NF2   |  星TEN  & TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 22510	NF2   |  查(FANCG,PAX5)  & TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0.25086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 22511	昧F1  & NF2   |  TGFB-UP 	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0.18908	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 22512	NF2   |  挂P300  & TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25086	NaN	0	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 22513	拾RAF  & TGFB-UP   |  NF2 	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0.25086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 22514	星TEN  & TGFB-UP   |  NF2 	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 22515	TGFB-UP   |  NF2 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 22516	TGFB-UP  & 曷GFB-DOWN   |  昧RAS  & EP300 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0 
		0	0	0	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0.21751	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	0	NaN 
																					 
Model 22517	TGFB-UP  & 曷GFB-DOWN   |  昧RAS  & NF2 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0 
		0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0.25086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	0	NaN 
																					 
Model 22518	TGFB-UP  & 曷GFB-DOWN   |  NF2 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	0	NaN 
																					 
Model 22519	TGFB-UP   |  昧F1  & NF2 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0.18908	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 22520	TGFB-UP  & 曷GFB-DOWN   |  查19p12  & NF2 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0 
		0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0.25086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	0	NaN 
																					 
Model 22521	春RAS  & TGFB-UP   |  NF2 	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.25086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 22522	TGFB-UP   |  NF2  & 拴DKN2A 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25086	0	NaN	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 22523	TGFB-UP   |  查19p12  & NF2 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
		0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0.25086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 22524	查19p12  & NF2   |  查13q14.2  & TGFB-UP 	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0.25086	NaN	NaN	NaN	NaN	0	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 22525	EP300   |  TGFB-UP 	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.21751	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 22526	星TEN  & NF2   |  拾RAF  & TGFB-UP 	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0	NaN	NaN	0.25086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 3101	NF2  | SMARCA4  | TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0 
CV error: 0.5	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.217	NaN	NaN	NaN	0.079885	NaN	NaN	NaN	0.16081	NaN	NaN	NaN 
																					 
Model 3102	CREBBP  | NF2  | TGFB-UP 	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.079885	NaN	NaN	NaN	NaN	0.10873	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.16081	NaN	NaN	NaN 
																					 
Model 3103	NF2  | EP300  | TGFB-UP 	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.10873	NaN	0.079885	NaN	NaN	NaN	NaN	NaN	0.16081	NaN	NaN	NaN 
																					 
Model 3111	SMARCA4  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.11138	NaN	NaN	NaN	0.2242	0.046515	NaN	NaN 
																					 
Model 3112	EP300  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.11138	NaN	NaN	NaN	NaN	NaN	0.2242	0.046515	NaN	NaN 
																					 
Model 3113	CREBBP  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.11138	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2242	0.046515	NaN	NaN 
																					 
Model 3121	NF2  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	0.039971	NaN	NaN 
																					 
Model 3122	KRAS  | NF2  | TGFB-UP 	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.13027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
